iter	Logloss
251	0.07521665725
252	0.07519449907
253	0.0751760297
254	0.07514803055
255	0.07513352897
256	0.07511622232
257	0.07509696023
258	0.07506133905
259	0.07504269918
260	0.07503529108
261	0.07503175596
262	0.07502465489
263	0.07499050259
264	0.07497507562
265	0.07490732423
266	0.07489247072
267	0.07488560388
268	0.07487938409
269	0.07484788784
270	0.07483491386
271	0.07482004128
272	0.07481164322
273	0.07480145167
274	0.07478824308
275	0.07475409004
276	0.07474158346
277	0.07472500156
278	0.07471819783
279	0.07470144577
280	0.0746665018
281	0.0746604228
282	0.07464996388
283	0.07461926807
284	0.07460674303
285	0.07458713347
286	0.07457198747
287	0.07455502597
288	0.07454154853
289	0.07448914675
290	0.07447013689
291	0.07444585046
292	0.07440930161
293	0.0743848861
294	0.07437305533
295	0.07435643095
296	0.07433892996
297	0.07431020127
298	0.07429441661
299	0.07426047098
300	0.07424047207
301	0.07422466356
302	0.07421369358
303	0.07420485327
304	0.0741793478
305	0.07415377196
306	0.07413994893
307	0.07411656281
308	0.07409664137
309	0.07408245853
310	0.07406683243
311	0.07404045477
312	0.07402543623
313	0.07400438298
314	0.07399027695
315	0.07396128629
316	0.07391142405
317	0.07388075434
318	0.07386317776
319	0.0738391815
320	0.07381439564
321	0.07380090463
322	0.07377114513
323	0.07375611001
324	0.07375472784
325	0.0737461495
326	0.07373019906
327	0.07372268024
328	0.07371207311
329	0.07369603933
330	0.07367827291
331	0.07367350762
332	0.07364645141
333	0.07363840268
334	0.07361261112
335	0.07357789356
336	0.07355769365
337	0.07351251311
338	0.07349635569
339	0.07347971621
340	0.07345294302
341	0.07343046681
342	0.07340460403
343	0.0733873743
344	0.07337750833
345	0.07335665421
346	0.07335250591
347	0.07333909099
348	0.07332624419
349	0.07332362657
350	0.07330737931
351	0.07329006993
352	0.07328782006
353	0.07328608403
354	0.07326266224
355	0.07325167687
356	0.07324889693
357	0.07322500237
358	0.07321027492
359	0.07319851394
360	0.07318720669
361	0.0731761595
362	0.0731724283
363	0.07316274505
364	0.07315234592
365	0.07313443138
366	0.07311422338
367	0.07310032626
368	0.07309565197
369	0.0730844626
370	0.07306520884
371	0.07305638377
372	0.07304472567
373	0.07300837155
374	0.07299259904
375	0.07296823296
376	0.07296066967
377	0.07295796016
378	0.07294122823
379	0.07293166933
380	0.07291778723
381	0.07290702523
382	0.07288961216
383	0.07287860521
384	0.07286968352
385	0.07284744969
386	0.07283845342
387	0.07282100958
388	0.07280896863
389	0.07279703941
390	0.07278659626
391	0.07277012515
392	0.07274932303
393	0.07273747695
394	0.07269699187
395	0.07266185735
396	0.07265553268
397	0.07265307261
398	0.07265072293
399	0.0726238064
400	0.07262278587
401	0.07260112104
402	0.07258029882
403	0.07257801762
404	0.07255373212
405	0.07253508758
406	0.0725174011
407	0.07250328258
408	0.07247778292
409	0.07246371147
410	0.07243540663
411	0.07241677482
412	0.07241085167
413	0.07240585642
414	0.07240408456
415	0.07238975516
416	0.07237501889
417	0.07237279551
418	0.07236901976
419	0.07233985752
420	0.07232757165
421	0.07231924813
422	0.07229814949
423	0.07228330489
424	0.07226787548
425	0.07226472057
