Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1790406351,50,,Aggregated,61.400000,0.000000,11,15,16,18,35,95,650,750,860,860,860,962,0,11,40.314337318538534,5.147500021848828,860.2398000075482,138.9168399168399
1790406352,50,,Aggregated,62.700000,0.000000,11,15,16,18,31,94,620,730,860,860,860,1030,0,11,38.62771262172881,5.147500021848828,860.2398000075482,138.91650485436892
1790406353,50,,Aggregated,64.300000,0.000000,11,15,16,18,30,87,620,730,860,860,860,1097,0,11,37.00279845038357,5.147500021848828,860.2398000075482,138.9179580674567
1790406354,50,,Aggregated,63.700000,0.000000,11,15,16,17,29,84,590,700,860,860,860,1163,0,11,35.53619294957661,5.147500021848828,860.2398000075482,138.91487532244196
1790406355,50,,Aggregated,64.500000,0.000000,11,14,16,17,28,79,590,700,860,860,860,1224,0,11,34.36588839894302,5.147500021848828,860.2398000075482,138.9142156862745
1790406356,50,,Aggregated,64.600000,0.000000,11,15,16,18,28,78,560,700,860,860,860,1288,0,11,33.39924899105059,5.147500021848828,860.2398000075482,138.91304347826087
1790406357,50,,Aggregated,64.600000,0.000000,11,14,16,17,27,73,520,690,860,860,860,1351,0,11,32.36269178432512,5.147500021848828,860.2398000075482,138.9119170984456
1790406358,50,,Aggregated,64.300000,0.000000,11,14,16,18,27,67,510,680,860,860,860,1422,0,11,31.45405935385047,5.147500021848828,860.2398000075482,138.9127988748242
1790406359,50,,Aggregated,65.200000,0.000000,11,14,16,18,26,66,500,680,860,860,860,1488,0,11,30.602933535876844,5.147500021848828,860.2398000075482,138.90994623655914
1790406361,50,,Aggregated,65.600000,0.000000,11,14,16,18,26,65,470,680,860,860,860,1552,0,11,29.854077900419032,5.147500021848828,860.2398000075482,138.9104381443299
1790406362,50,,Aggregated,65.600000,0.000000,11,14,16,18,26,63,470,680,860,860,860,1628,0,11,29.222673833871053,5.147500021848828,860.2398000075482,138.91400491400492
1790406363,50,,Aggregated,65.900000,0.000000,11,15,17,19,26,63,450,680,860,860,860,1689,0,11,28.722709237082043,5.147500021848828,860.2398000075482,138.9141503848431
1790406364,50,,Aggregated,65.000000,0.000000,11,15,17,19,26,60,310,670,860,860,860,1752,0,11,28.26407551446496,5.147500021848828,860.2398000075482,138.91609589041096
1790406365,50,,Aggregated,66.400000,0.000000,11,15,17,19,26,53,280,650,860,860,860,1812,0,11,27.807287142025338,5.147500021848828,860.2398000075482,138.91611479028697
1790406366,50,,Aggregated,65.500000,0.000000,11,15,17,19,26,49,280,650,860,860,860,1882,0,11,27.20138124420627,5.147500021848828,860.2398000075482,138.9155154091392
1790406367,50,,Aggregated,64.900000,0.000000,11,15,17,19,26,39,270,650,860,860,860,1942,0,11,26.729059578599333,5.147500021848828,860.2398000075482,138.9150360453141
1790406368,50,,Aggregated,65.400000,0.000000,11,15,17,19,26,36,250,620,850,860,860,2004,0,11,26.33184775531881,5.147500021848828,860.2398000075482,138.9186626746507
1790406369,50,,Aggregated,65.200000,0.000000,11,15,16,18,26,35,210,620,850,860,860,2067,0,11,25.863626609528442,5.147500021848828,860.2398000075482,138.9182389937107
1790406370,50,,Aggregated,64.800000,0.000000,11,15,17,19,26,35,200,620,850,860,860,2133,0,11,25.522008064671027,5.147500021848828,860.2398000075482,138.9170182841069
1790406371,50,,Aggregated,63.900000,0.000000,11,15,17,19,26,34,130,610,850,860,860,2201,0,11,25.138439982722232,5.147500021848828,860.2398000075482,138.91640163562016
1790406372,50,,Aggregated,64.200000,0.000000,11,14,16,18,25,33,110,610,850,860,860,2255,0,11,24.770300621874092,5.147500021848828,860.2398000075482,138.91485587583148
1790406373,50,,Aggregated,64.400000,0.000000,11,15,17,19,26,53,160,590,850,860,860,2329,0,11,25.692824646665606,5.147500021848828,860.2398000075482,138.91756118505796
1790406374,50,,Aggregated,62.600000,0.000000,11,15,17,19,26,50,160,590,850,860,860,2394,0,11,25.333139432740843,5.147500021848828,860.2398000075482,138.91896407685883
1790406375,50,,Aggregated,63.500000,0.000000,11,15,17,19,26,42,150,590,850,860,860,2463,0,11,24.999395169399396,5.147500021848828,860.2398000075482,138.91961023142508
1790406376,50,,Aggregated,63.900000,0.000000,11,15,17,19,26,38,140,560,850,860,860,2535,0,11,24.7300011842214,5.147500021848828,860.2398000075482,138.91952662721894
1790406377,50,,Aggregated,64.400000,0.000000,11,15,17,19,26,37,140,560,850,860,860,2595,0,11,24.416703777185862,5.147500021848828,860.2398000075482,138.92023121387282
1790406378,50,,Aggregated,64.900000,0.000000,11,15,17,19,26,35,130,550,850,860,860,2664,0,11,24.120148724463647,5.147500021848828,860.2398000075482,138.91966966966967
1790406379,50,,Aggregated,64.900000,0.000000,11,14,17,18,25,35,130,520,850,860,860,2725,0,11,23.822803156719534,5.147500021848828,860.2398000075482,138.91926605504588
1790406380,50,,Aggregated,65.000000,0.000000,11,15,17,18,25,34,130,520,850,860,860,2792,0,11,23.56204255082512,5.147500021848828,860.2398000075482,138.91977077363896
1790406381,50,,Aggregated,65.800000,0.000000,11,15,17,18,25,34,130,510,850,860,860,2855,0,11,23.344757128547673,5.147500021848828,860.2398000075482,138.92049036777584
1790406382,50,,Aggregated,65.200000,0.000000,11,14,17,18,25,33,130,500,850,860,860,2928,0,11,23.06052274669058,5.147500021848828,860.2398000075482,138.92144808743168
1790406383,50,,Aggregated,65.600000,0.000000,11,14,17,18,25,33,130,500,850,860,860,2986,0,11,22.816090154734784,5.147500021848828,860.2398000075482,138.91995981245813
1790406384,50,,Aggregated,66.300000,0.000000,11,14,17,18,25,32,130,500,850,860,860,3052,0,11,22.548983880101435,5.147500021848828,860.2398000075482,138.91874180865005
1790406385,50,,Aggregated,65.500000,0.000000,11,14,17,18,24,31,130,470,850,860,860,3123,0,11,22.340156965095936,5.147500021848828,860.2398000075482,138.9186679474864
1790406386,50,,Aggregated,65.100000,0.000000,11,14,17,18,25,33,130,470,850,860,860,3188,0,11,22.25452239694976,5.147500021848828,860.2398000075482,138.92001254705144
1790406387,50,,Aggregated,66.000000,0.000000,11,14,16,18,24,32,110,470,850,860,860,3253,0,11,22.043515370885018,5.147500021848828,860.2398000075482,138.9188441438672
1790406388,50,,Aggregated,64.200000,0.000000,11,14,16,18,24,31,110,450,850,860,860,3321,0,11,21.831030232442874,5.147500021848828,860.2398000075482,138.91869918699186
1790406389,50,,Aggregated,65.500000,0.000000,11,14,16,18,24,31,110,450,850,860,860,3378,0,11,21.64675192472877,5.147500021848828,860.2398000075482,138.9185908821788
1790406390,50,,Aggregated,66.200000,0.000000,11,14,16,18,24,30,100,370,850,860,860,3449,0,11,21.425987388119808,5.147500021848828,860.2398000075482,138.9196868657582
1790406391,50,,Aggregated,65.500000,0.000000,11,14,16,17,24,30,95,310,850,860,860,3519,0,11,21.221581586120788,5.147500021848828,860.2398000075482,138.91844273941462
1790406392,50,,Aggregated,66.000000,0.000000,11,14,16,17,24,30,95,310,850,860,860,3584,0,11,21.050010073037942,5.147500021848828,860.2398000075482,138.91824776785714
1790406393,50,,Aggregated,65.500000,0.000000,11,14,16,17,24,30,94,280,850,860,860,3652,0,11,20.871209091388824,5.147500021848828,860.2398000075482,138.91812705366922
1790406394,50,,Aggregated,65.500000,0.000000,11,14,16,17,24,30,94,280,850,860,860,3719,0,11,20.672525141553958,5.147500021848828,860.2398000075482,138.91852648561442
